index,var,beta_clock2,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
148,cg05584618,0.001226466,4,95505316,UNC5C,UNC5C,8633,conserved gene and region in mouse and human,UNC5C_Intron,"Intron (ENST00000453304.6/8633, intron 1 of 15)",3,141510017,Unc5c
149,cg05620664,-0.03690146,X,134187454,MIR106A,MIR106A,406899,"mapped in human, not mapped in mouse",MIR106A_Intergenic_upstream,Distal Intergenic,,,
150,cg05675373,0.010905188,1,110211635,KCNC4,KCNC4,3749,"mapped in human, not mapped in mouse",KCNC4_Exon,Promoter (<=1kb),3,107458754,Kcnc4
151,cg05684493,0.004714162,12,19314749,PLEKHA5,PLEKHA5,54477,"mapped in human, not mapped in mouse",PLEKHA5_Intron,"Intron (ENST00000429027.6/54477, intron 15 of 31)",6,140563503,Plekha5
152,cg05690769,-2.12E-05,2,176075868,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651400,Evx2
153,cg05704605,0.072925171,20,47238916,ZMYND8,ZMYND8,23613,"mapped in human, not mapped in mouse",ZMYND8_Exon,"Exon (ENST00000311275.11/23613, exon 15 of 22)",2,165807695,Zmynd8
154,cg05793328,-0.036896393,17,28759747,FAM222B,FAM222B,55731,conserved gene and region in mouse and human,FAM222B_fiveUTR,5' UTR,11,78153825,Fam222b
155,cg05801021,0.094169856,10,49396212,DRGX,DRGX,644168,conserved gene and region in mouse and human,DRGX_Promoter,Promoter (<=1kb),14,32599268,Prrxl1
156,cg05801832,-0.009287951,2,144520304,ZEB2-AS1,ZEB2,100303491,mapped to different gene in human and mouse,ZEB2-AS1_fiveUTR,5' UTR,2,45113188,Zeb2
157,cg05817746,-0.004281869,1,44296999,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000456170.6/79033, intron 3 of 6)",4,117605269,Eri3
158,cg05844902,-0.011617505,3,143848183,SLC9A9,SLC9A9,285195,"mapped in human, not mapped in mouse",SLC9A9_Exon,Promoter (<=1kb),9,94670200,Slc9a9
159,cg05844937,0.02615092,6,1613906,FOXC1,FOXC1,2296,conserved gene but different region in human and mouse,FOXC1_Intergenic_downstream,Distal Intergenic,13,31810652,Foxc1
160,cg05861987,0.011704452,7,122329496,CADPS2,CADPS2,93664,conserved gene and region in mouse and human,CADPS2_Intron,"Intron (ENST00000482375.5/ENST00000482375.5, intron 1 of 3)",6,23273410,Cadps2
161,cg05911522,-0.049101309,3,147406611,LOC440982,ZIC4,440982,mapped to different gene in human and mouse,LOC440982_fiveUTR,5' UTR,9,91368978,Zic4
162,cg05916870,-0.01564845,12,6613214,CHD4,CHD4,1108,conserved gene and region in mouse and human,CHD4_Promoter,Promoter (4-5kb),6,125089891,Chd4
163,cg05933505,-0.050356223,1,27428840,WASF2,WASF2,10163,conserved gene and region in mouse and human,WASF2_Exon,"Exon (ENST00000618852.5/10163, exon 2 of 9)",4,133176532,Wasf2
164,cg05967003,-0.047116017,2,176073495,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74649142,Evx2
165,cg06004718,-0.151476537,1,167398080,POU2F1,POU2F1,5451,"mapped in human, not mapped in mouse",POU2F1_threeUTR,3' UTR,1,165896489,Pou2f1
166,cg06102298,-0.058171016,12,56164375,SMARCC2,SMARCC2,6601,conserved gene and region in mouse and human,SMARCC2_Exon,"Exon (ENST00000550164.6/6601, exon 28 of 29)",10,128488286,Smarcc2
167,cg06156376,0.080213875,3,158106025,RSRC1,SHOX2,51319,mapped to different gene in human and mouse,RSRC1_fiveUTR,Promoter (<=1kb),3,66981557,Rsrc1
168,cg06250511,0.02770522,8,125219571,NSMCE2,NSMCE2,286053,"mapped in human, not mapped in mouse",NSMCE2_Intron,"Intron (ENST00000517532.5/286053, intron 5 of 6)",,,
169,cg06333141,0.016708865,1,212329287,PPP2R5A,PPP2R5A,5525,conserved gene and region in mouse and human,PPP2R5A_Exon,"Exon (ENST00000261461.7/5525, exon 2 of 13)",1,191372513,Ppp2r5a
170,cg06386724,-0.030213637,17,51120410,SPAG9,SPAG9,9043,conserved gene and region in mouse and human,SPAG9_Exon,Promoter (<=1kb),11,93996516,Spag9
171,cg06391468,-0.082878805,17,72121389,SOX9-AS1,SOX9,400618,mapped to different gene in human and mouse,SOX9-AS1_fiveUTR,5' UTR,11,112782582,Sox9
172,cg06392591,-0.021720168,1,164651460,PBX1,PBX1,5087,conserved gene and region in mouse and human,PBX1_Intron,"Intron (ENST00000340699.7/5087, intron 3 of 3)",1,168342059,Pbx1
173,cg06461219,-0.163768176,19,13022927,NFIX,NFIX,4784,"mapped in human, not mapped in mouse",NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 1 of 9)",8,84774616,Nfix
174,cg06472065,-0.000451428,6,33426669,SYNGAP1,SYNGAP1,8831,conserved gene but different region in human and mouse,SYNGAP1_Exon,Promoter (<=1kb),17,26947403,Syngap1
175,cg06482098,-0.001129016,5,11384925,CTNND2,CTNND2,1501,conserved gene and region in mouse and human,CTNND2_Exon,"Exon (ENST00000304623.13/1501, exon 7 of 22)",15,30647063,Ctnnd2
176,cg06607996,-0.064283256,1,155005126,ZBTB7B,ZBTB7B,51043,conserved gene and region in mouse and human,ZBTB7B_Intron,"Intron (ENST00000417934.6/51043, intron 1 of 4)",3,89390863,Zbtb7b
177,cg06655463,0.005919804,1,216041211,USH2A,USH2A,7399,conserved gene and region in mouse and human,USH2A_Intron,"Intron (ENST00000307340.8/7399, intron 32 of 71)",1,188584831,Ush2a
178,cg06679868,-0.087059824,4,157363026,GRIA2,GRIA2,2891,"mapped in human, not mapped in mouse",GRIA2_Exon,"Exon (ENST00000507898.5/2891, exon 15 of 16)",3,80689123,Gria2
179,cg06721611,0.020903307,10,101507443,BTRC,BTRC,8945,conserved gene and region in mouse and human,BTRC_Intron,"Intron (ENST00000393441.8/8945, intron 3 of 13)",19,45494108,Btrc
180,cg06736685,-0.098155659,16,85555743,GSE1,GSE1,23199,mapped to different gene in human and mouse,GSE1_Intron,"Intron (ENST00000637419.1/23199, intron 2 of 2)",8,120488490,Gse1
181,cg06779064,-0.017574281,16,24818649,TNRC6A,TNRC6A,27327,conserved gene but different region in human and mouse,TNRC6A_threeUTR,3' UTR,7,123188844,Tnrc6a
182,cg06787049,0.000206946,14,33733629,NPAS3,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 5 of 10)",12,54001230,Npas3
183,cg06790494,-0.083262743,14,23068647,ACIN1,ACIN1,22985,conserved gene but different region in human and mouse,ACIN1_threeUTR,3' UTR,14,54650863,Acin1
184,cg06796779,-0.00147491,3,128486084,GATA2,GATA2,2624,"mapped in human, not mapped in mouse",GATA2_Exon,"Exon (ENST00000341105.6/2624, exon 3 of 6)",6,88200502,Gata2
185,cg06828322,-0.019052189,1,44326509,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000372257.7/79033, intron 3 of 8)",4,117576502,Eri3
186,cg06878766,0.336647664,8,56210721,PLAG1,PLAG1,5324,conserved gene and region in mouse and human,PLAG1_Promoter,Promoter (<=1kb),4,3937818,Plag1
187,cg06997801,0.002219338,15,96331522,NR2F2,NR2F2,7026,conserved gene but different region in human and mouse,NR2F2_fiveUTR,5' UTR,7,70360923,Nr2f2
188,cg07005811,-0.084248283,17,28912612,PHF12,PHF12,57649,"mapped in human, not mapped in mouse",PHF12_Exon,"Exon (ENST00000332830.9/57649, exon 9 of 15)",11,78023688,Phf12
189,cg07014363,0.02341228,11,131562171,NTM,NTM,50863,conserved gene and region in mouse and human,NTM_Intron,"Intron (ENST00000374791.7/50863, intron 1 of 7)",9,29771589,Ntm
190,cg07026794,-0.000529793,17,48615048,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_fiveUTR,5' UTR,11,96282601,Hoxb8
191,cg07056567,-0.007320518,7,100676320,GNB2,GNB2,2783,mapped to different gene in human and mouse,GNB2_Exon,"Exon (ENST00000451587.5/2783, exon 2 of 9)",5,137530696,Epo
192,cg07081182,0.023517985,1,213159525,RPS6KC1,RPS6KC1,26750,conserved gene and region in mouse and human,RPS6KC1_Intron,"Intron (ENST00000543354.5/26750, intron 5 of 13)",1,190853897,Rps6kc1
193,cg07225115,-0.0528051,3,147407679,LOC440982,ZIC4,440982,mapped to different gene in human and mouse,LOC440982_Intron,"Intron (ENST00000472523.1/440982, intron 1 of 1)",9,91367743,Zic4
194,cg07279255,0.063714372,2,118847861,EN1,EN1,2019,conserved gene and region in mouse and human,EN1_Promoter,Promoter (<=1kb),1,120602318,En1
195,cg07292994,-0.175028628,5,36876731,NIPBL-DT,NIPBL-DT,646719,mapped to different gene in human and mouse,NIPBL-DT_Promoter,Promoter (<=1kb),15,8444668,Nipbl
196,cg07293320,-0.092995293,7,1237655,UNCX,UNCX,340260,conserved gene and region in mouse and human,UNCX_Intergenic_downstream,Distal Intergenic,5,139548661,Uncx
197,cg07299823,-0.011704022,14,93430776,UNC79,UNC79,57578,conserved gene and region in mouse and human,UNC79_fiveUTR,5' UTR,12,102949300,Unc79
198,cg07323940,-0.079425248,7,14197482,DGKB,DGKB,1607,"mapped in human, not mapped in mouse",DGKB_Intron,"Intron (ENST00000399322.7/1607, intron 22 of 24)",12,38594209,Dgkb
199,cg07332354,0.210602177,5,88883996,MEF2C-AS1,MEF2C,101929423,mapped to different gene in human and mouse,MEF2C-AS1_Promoter,Promoter (<=1kb),13,83524027,Mef2c
200,cg07383477,-0.053446914,5,164560638,LOC102546299,MAT2B,102546299,mapped to different gene in human and mouse,LOC102546299_Intron,"Intron (ENST00000517508.5/102546299, intron 4 of 5)",11,39543467,Gm12131
201,cg07423797,0.098045953,22,43262719,SCUBE1,SCUBE1,80274,conserved gene and region in mouse and human,SCUBE1_Exon,"Exon (ENST00000360835.9/80274, exon 5 of 22)",15,83659025,Scube1
202,cg07459759,-0.011710047,X,69615634,EDA,EDA,1896,conserved gene and region in mouse and human,EDA_Promoter,Promoter (<=1kb),X,99975104,Eda
203,cg07493901,-0.515118624,17,62065181,MED13,MED13,9969,conserved gene and region in mouse and human,MED13_Exon,Promoter (<=1kb),11,86357501,Med13
204,cg07547549,0.077740052,20,46029586,SLC12A5,SLC12A5,57468,"mapped in human, not mapped in mouse",SLC12A5_Intron,"Intron (ENST00000454036.6/57468, intron 1 of 25)",,,
205,cg07564343,-0.154170596,15,61227291,RORA,RORA,6095,conserved gene and region in mouse and human,RORA_Intron,"Intron (ENST00000335670.11/6095, intron 1 of 10)",9,68655809,Rora
206,cg07601141,0.046554901,1,98046153,MIR137HG,MIR137HG,400765,mapped to different gene in human and mouse,MIR137HG_Exon,"Exon (ENST00000424528.2/400765, exon 3 of 5)",3,118433860,Dpyd
207,cg07776022,-0.052318123,18,25287482,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 3 of 7)",18,13899094,Zfp521
208,cg07782608,0.008144109,10,68756514,CCAR1,CCAR1,55749,conserved gene but different region in human and mouse,CCAR1_Intron,"Intron (ENST00000630771.2/55749, intron 13 of 23)",10,62764292,Ccar1
209,cg07843244,-0.004851531,18,78722543,SALL3,SALL3,27164,conserved gene and region in mouse and human,SALL3_Intergenic_upstream,Distal Intergenic,18,81153749,Gm7503
210,cg07875786,0.182469108,5,93583221,NR2F1,NR2F1,7025,mapped to different gene in human and mouse,NR2F1_fiveUTR,Promoter (<=1kb),13,78200391,Nr2f1
211,cg07878283,-0.006931351,20,21099887,LINC00237,KIZ,105372556,mapped to different gene in human and mouse,LINC00237_Intron,"Intron (ENST00000655093.1/105372556, intron 1 of 3)",2,146833394,Kiz
212,cg07881279,-0.2624794,1,10533813,PEX14,PEX14,5195,conserved gene and region in mouse and human,PEX14_Intron,"Intron (ENST00000472851.1/5195, intron 3 of 3)",4,149044389,Pex14
213,cg07906193,-0.021631513,10,124911397,ZRANB1,ZRANB1,54764,"mapped in human, not mapped in mouse",ZRANB1_Intergenic_upstream,Distal Intergenic,,,
214,cg07932605,0.036464469,15,37102437,MEIS2,MEIS2,4212,mapped to different gene in human and mouse,MEIS2_Promoter,Promoter (1-2kb),2,116067930,Meis2
215,cg07991826,0.210256274,1,155268734,CLK2,CLK2,1196,mapped to different gene in human and mouse,CLK2_Exon,"Exon (ENST00000361168.9/1196, exon 4 of 13)",3,89169627,Clk2
216,cg08007722,-0.085549848,17,40100677,NR1D1,NR1D1,9572,conserved gene but different region in human and mouse,NR1D1_Promoter,Promoter (<=1kb),11,98775325,Nr1d1
217,cg08030321,0.020570823,5,93191253,NR2F1-AS1,NR2F1-AS1,441094,"mapped in human, not mapped in mouse",NR2F1-AS1_Intergenic_downstream,Distal Intergenic,,,
218,cg08040307,0.135160024,1,77633377,ZZZ3,ZZZ3,26009,conserved gene and region in mouse and human,ZZZ3_fiveUTR,5' UTR,3,152427304,Zzz3
219,cg08074329,0.441754784,7,23470655,IGF2BP3,IGF2BP3,10643,conserved gene and region in mouse and human,IGF2BP3_Promoter,Promoter (<=1kb),6,49214967,Igf2bp3
220,cg08092317,0.011262183,14,33530508,NPAS3,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Intron,"Intron (ENST00000551634.5/64067, intron 3 of 10)",12,53802576,Npas3
221,cg08247363,-0.004480792,8,64267135,LINC01414,MIR124-2HG,102724623,mapped to different gene in human and mouse,LINC01414_Intron,"Intron (ENST00000523191.5/102724623, intron 1 of 5)",3,17616981,Gm38154
222,cg08321639,0.017637495,8,115668975,TRPS1,TRPS1,7227,conserved gene but different region in human and mouse,TRPS1_fiveUTR,Promoter (<=1kb),15,50890050,Trps1
223,cg08378313,-0.018045646,16,73167435,ZFHX3,HCCAT5,463,"mapped in human, not mapped in mouse",ZFHX3_Intron,"Intron (ENST00000641206.2/463, intron 5 of 17)",8,108599146,Zfhx3
224,cg08402704,0.05650356,1,90851824,LINC01763,BARHL2,105378854,mapped to different gene in human and mouse,LINC01763_Exon,Promoter (<=1kb),5,106574936,Gm17304
225,cg08438614,-0.034360159,3,137606468,SOX14,SOX14,8403,"mapped in human, not mapped in mouse",SOX14_Intergenic_upstream,Distal Intergenic,,,
226,cg08446005,0.057680024,17,78359055,SOCS3,SOCS3,9021,"mapped in human, not mapped in mouse",SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968190,Socs3
227,cg08454381,-0.00875913,2,113244601,PAX8-AS1,PAX8,654433,mapped to different gene in human and mouse,PAX8-AS1_Exon,"Exon (ENST00000263335.11/7849, exon 4 of 10)",2,24443114,Pax8
228,cg08508546,-0.000163097,5,92713399,NR2F1-AS1,NR2F1-AS1,441094,mapped to different gene in human and mouse,NR2F1-AS1_Intergenic_downstream,Distal Intergenic,13,79255612,Gm48470
229,cg08510667,0.038626174,17,78359068,SOCS3,SOCS3,9021,conserved gene and region in mouse and human,SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968203,Socs3
230,cg08538268,0.152393805,9,23765097,ELAVL2,ELAVL2,1993,conserved gene and region in mouse and human,ELAVL2_fiveUTR,5' UTR,4,91311661,Elavl2
231,cg08563010,-0.207356586,12,23921603,SOX5,SOX5,6660,conserved gene and region in mouse and human,SOX5_Intron,"Intron (ENST00000451604.7/6660, intron 1 of 14)",6,144181147,Sox5
232,cg08570512,-0.056245727,7,137623483,DGKI,DGKI,9162,"mapped in human, not mapped in mouse",DGKI_fiveUTR,5' UTR,6,37067314,Dgki
233,cg08587692,-0.03684907,13,83881293,SLITRK1,SLITRK1,114798,conserved gene and region in mouse and human,SLITRK1_Exon,"Exon (ENST00000377084.3/114798, exon 1 of 1)",14,108913063,Slitrk1
234,cg08627730,-5.13E-05,2,144096641,GTDC1,GTDC1,79712,"mapped in human, not mapped in mouse",GTDC1_Intron,"Intron (ENST00000392869.6/79712, intron 5 of 10)",,,
235,cg08651129,-0.234631469,15,29720658,TJP1,TJP1,7082,conserved gene and region in mouse and human,TJP1_Exon,"Exon (ENST00000346128.10/7082, exon 19 of 28)",7,65315007,Tjp1
236,cg08666298,-0.063007641,17,64501369,DDX5,DDX5,1655,conserved gene but different region in human and mouse,DDX5_Exon,"Exon (ENST00000581230.5/1655, exon 11 of 12)",11,106783327,Ddx5
237,cg08676748,0.05085596,15,40925729,DLL4,DLL4,54567,"mapped in human, not mapped in mouse",DLL4_Promoter,Promoter (3-4kb),2,119322279,Dll4
238,cg08681110,0.647719215,6,113857322,MARCKS,MARCKS,4082,conserved gene and region in mouse and human,MARCKS_Promoter,Promoter (<=1kb),10,37138948,Marcks
239,cg08747377,-0.012083729,16,82627065,CDH13,CDH13,1012,"mapped in human, not mapped in mouse",CDH13_fiveUTR,Promoter (<=1kb),8,118283823,Cdh13
240,cg08909367,0.031481533,21,33096020,OLIG1,OLIG1,116448,conserved gene but different region in human and mouse,OLIG1_Intergenic_downstream,Distal Intergenic,16,91293063,Olig1
241,cg08912313,-0.029800205,9,17502326,CNTLN,CNTLN,54875,conserved gene and region in mouse and human,CNTLN_Intron,"Intron (ENST00000380647.8/54875, intron 25 of 25)",4,85130193,Cntln
242,cg08933909,-0.004387621,11,114163920,ZBTB16,ZBTB16,7704,conserved gene and region in mouse and human,ZBTB16_Intron,"Intron (ENST00000335953.9/7704, intron 3 of 6)",9,48736717,Zbtb16
243,cg08938156,0.210579727,3,147409417,LOC440982,ZIC1,440982,mapped to different gene in human and mouse,LOC440982_fiveUTR,5' UTR,9,91365746,Zic1
244,cg08965235,-0.021251602,11,65557687,LTBP3,LTBP3,4054,"mapped in human, not mapped in mouse",LTBP3_Exon,Promoter (<=1kb),19,5742503,Ltbp3
245,cg08981150,0.003965209,11,10804357,EIF4G2,EIF4G2,1982,conserved gene but different region in human and mouse,EIF4G2_threeUTR,3' UTR,7,111078492,Eif4g2
246,cg09008979,-0.050057058,12,53336382,SP7,SP7,121340,conserved gene but different region in human and mouse,SP7_Intron,"Intron (ENST00000547755.1/121340, intron 1 of 1)",15,102366997,Sp7
247,cg09009312,-0.002539866,9,123654382,DENND1A,DENND1A,57706,conserved gene and region in mouse and human,DENND1A_Intron,"Intron (ENST00000473039.5/57706, intron 6 of 17)",2,38023506,Dennd1a
248,cg09023627,0.052520774,1,15872997,SPEN,SPEN,23013,"mapped in human, not mapped in mouse",SPEN_Exon,"Exon (ENST00000375759.8/23013, exon 2 of 15)",4,141522210,Spen
249,cg09061197,0.015308707,3,136151421,MSL2,MSL2,55167,conserved gene and region in mouse and human,MSL2_Exon,"Exon (ENST00000309993.3/55167, exon 2 of 2)",9,101101887,Msl2
250,cg09169719,-0.005659556,1,24647166,SRRM1,SRRM1,10250,conserved gene but different region in human and mouse,SRRM1_threeUTR,3' UTR,4,135346357,Srrm1
251,cg09191327,-0.002738114,9,130664721,PRDM12,PRDM12,59335,"mapped in human, not mapped in mouse",PRDM12_Exon,Promoter (<=1kb),2,31640166,Prdm12
252,cg09200783,0.307782124,14,56590439,TMEM260,TMEM260,54916,conserved gene and region in mouse and human,TMEM260_Intron,"Intron (ENST00000556422.5/54916, intron 3 of 14)",14,48456488,Tmem260
253,cg09227056,0.615234523,2,176075721,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651253,Evx2
254,cg09313705,-0.003322833,17,48545129,HOXB-AS1,HOXB-AS1,100874362,"mapped in human, not mapped in mouse",HOXB-AS1_Exon,"Exon (ENST00000435312.5/100874362, exon 2 of 7)",11,96351584,Hoxb2
255,cg09316860,0.011680446,1,10598780,PEX14,PEX14,5195,conserved gene but different region in human and mouse,PEX14_Intron,"Intron (ENST00000356607.9/5195, intron 3 of 8)",4,148984620,Pex14
256,cg09337540,0.000524824,X,40168824,BCOR,BCOR,54880,conserved gene and region in mouse and human,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12152686,Bcor
257,cg09360996,-0.160077529,1,213996654,PROX1,PROX1,5629,"mapped in human, not mapped in mouse",PROX1_Exon,"Exon (ENST00000471129.1/5629, exon 2 of 2)",,,
258,cg09362546,-0.165298047,12,53973240,HOTAIR,HOTAIR,100124700,"mapped in human, not mapped in mouse",HOTAIR_fiveUTR,5' UTR,15,102954524,Hoxc11
259,cg09363187,0.006909874,14,64541630,HSPA2,HSPA2,3306,conserved gene and region in mouse and human,HSPA2_Exon,"Exon (ENST00000394709.2/ENST00000394709.2, exon 2 of 2)",12,76405314,Hspa2
260,cg09364634,-0.018007928,18,25176130,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 5 of 7)",18,13798207,Zfp521
261,cg09374953,-0.018098904,11,131370514,NTM,NTM,50863,conserved gene but different region in human and mouse,NTM_fiveUTR,Promoter (<=1kb),9,29963230,Ntm
262,cg09377007,-0.110760228,9,20603560,MLLT3,MLLT3,4300,"mapped in human, not mapped in mouse",MLLT3_Intron,"Intron (ENST00000380338.9/4300, intron 2 of 10)",,,
263,cg09453226,0.057659305,16,74899729,WDR59,WDR59,79726,conserved gene and region in mouse and human,WDR59_Exon,"Exon (ENST00000569229.5/79726, exon 6 of 9)",8,111472661,Wdr59
264,cg09461098,-0.115723588,16,24815270,TNRC6A,TNRC6A,27327,conserved gene but different region in human and mouse,TNRC6A_threeUTR,3' UTR,7,123186686,Tnrc6a
265,cg09474015,-0.009735386,7,27165104,HOXA10-HOXA9,HOXA10-HOXA9,100534589,"mapped in human, not mapped in mouse",HOXA10-HOXA9_Exon,"Exon (ENST00000343483.7/3205, exon 1 of 2)",6,52225754,Hoxa9
266,cg09482204,-0.023764229,18,74651247,ZNF407,ZNF407,55628,conserved gene and region in mouse and human,ZNF407_Intron,"Intron (ENST00000582337.5/55628, intron 3 of 4)",18,84542652,Zfp407
267,cg09606114,-0.030537123,17,2085784,SMG6,SMG6,23293,conserved gene but different region in human and mouse,SMG6_Exon,"Exon (ENST00000263073.11/23293, exon 14 of 19)",11,75139309,Smg6
268,cg09629523,-0.03430037,20,32581346,NOL4L,NOL4L,140688,"mapped in human, not mapped in mouse",NOL4L_Intron,"Intron (ENST00000375671.7/149950, intron 1 of 2)",,,
269,cg09646392,0.189670079,13,108268704,TNFSF13B,TNFSF13B,10673,"mapped in human, not mapped in mouse",TNFSF13B_Promoter,Promoter (<=1kb),,,
270,cg09661809,0.02218746,11,75242037,TPBGL,TPBGL,100507050,conserved gene and region in mouse and human,TPBGL_Exon,"Exon (ENST00000562197.3/100507050, exon 1 of 1)",7,99625654,Tpbgl
271,cg09661817,0.144155241,16,68123120,NFATC3,NFATC3,4775,conserved gene and region in mouse and human,NFATC3_Exon,"Exon (ENST00000553077.5/4775, exon 2 of 9)",8,106079740,Nfatc3
272,cg09710440,0.877027426,7,104328932,LHFPL3,LHFPL3,375612,"mapped in human, not mapped in mouse",LHFPL3_Exon,Promoter (<=1kb),,,
273,cg09750164,0.012277698,14,33800872,NPAS3,NPAS3,64067,"mapped in human, not mapped in mouse",NPAS3_Exon,"Exon (ENST00000551634.5/64067, exon 11 of 11)",12,54068837,Npas3
274,cg09809672,-0.203516381,1,236394382,EDARADD,EDARADD,128178,"mapped in human, not mapped in mouse",EDARADD_fiveUTR,5' UTR,,,
275,cg09817427,0.129808607,6,84764595,TBX18,TBX18,9096,"mapped in human, not mapped in mouse",TBX18_fiveUTR,Promoter (<=1kb),9,87731262,Tbx18
276,cg09989727,0.068012035,15,57252447,TCF12,TCF12,6938,conserved gene and region in mouse and human,TCF12_Exon,"Exon (ENST00000438423.6/6938, exon 15 of 21)",9,71869043,Tcf12
277,cg10045881,0.026199335,1,111227669,CHI3L2,CHI3L2,1117,"mapped in human, not mapped in mouse",CHI3L2_fiveUTR,5' UTR,,,
278,cg10128645,0.023349076,X,106848291,TBC1D8B,TBC1D8B,54885,conserved gene and region in mouse and human,TBC1D8B_Exon,"Exon (ENST00000357242.10/54885, exon 11 of 21)",X,139732363,Tbc1d8b
279,cg10146459,-0.024673088,3,187743875,BCL6,BCL6,604,"mapped in human, not mapped in mouse",BCL6_fiveUTR,5' UTR,16,23987158,Bcl6
280,cg10183248,-0.008189102,17,44218223,UBTF,UBTF,7343,"mapped in human, not mapped in mouse",UBTF_Exon,"Exon (ENST00000343638.9/7343, exon 2 of 20)",11,102316400,Ubtf
281,cg10186512,0.071397282,9,125546052,MAPKAP1,MAPKAP1,79109,conserved gene and region in mouse and human,MAPKAP1_Intron,"Intron (ENST00000373511.6/79109, intron 6 of 10)",2,34531263,Mapkap1
282,cg10211907,-0.017281166,14,93430756,UNC79,UNC79,57578,conserved gene and region in mouse and human,UNC79_fiveUTR,5' UTR,12,102949280,Unc79
283,cg10233638,-0.031574468,2,163733520,FIGN,FIGN,55137,conserved gene and region in mouse and human,FIGN_Intron,"Intron (ENST00000409634.5/55137, intron 2 of 2)",2,64095407,Fign
284,cg10235290,-0.052128427,1,44581211,RNF220,RNF220,55182,conserved gene and region in mouse and human,RNF220_Intron,"Intron (ENST00000355387.6/55182, intron 2 of 14)",4,117336021,Rnf220
285,cg10246778,0.012722939,3,169574481,MECOM,MECOM,2122,conserved gene and region in mouse and human,MECOM_Intron,"Intron (ENST00000651503.2/2122, intron 1 of 16)",3,30411978,Mecom
286,cg10278760,-0.052540725,12,4909870,KCNA1,KCNA1,3736,conserved gene but different region in human and mouse,KCNA1_Exon,Promoter (<=1kb),6,126644830,Kcna1
287,cg10381180,-0.017842965,17,40092513,THRA,THRA,7067,"mapped in human, not mapped in mouse",THRA_threeUTR,3' UTR,,,
288,cg10439738,0.110012017,9,125542176,MAPKAP1,MAPKAP1,79109,conserved gene and region in mouse and human,MAPKAP1_Intron,"Intron (ENST00000373511.6/79109, intron 7 of 10)",2,34535014,Mapkap1
289,cg10466667,-0.068272379,12,53710077,CALCOCO1,CALCOCO1,57658,conserved gene but different region in human and mouse,CALCOCO1_threeUTR,3' UTR,15,102705885,Calcoco1
290,cg10491556,-0.007637685,10,123136370,HMX3,HMX3,340784,mapped to different gene in human and mouse,HMX3_Exon,Promoter (<=1kb),7,131543282,Fgfr2
291,cg10501210,-0.363250509,1,207823675,MIR29B2CHG,LOC148696,100128537,"mapped in human, not mapped in mouse",MIR29B2CHG_Intron,"Intron (ENST00000608023.5/100128537, intron 2 of 4)",,,
292,cg10559644,0.024059405,1,204968962,NFASC,NFASC,23114,conserved gene and region in mouse and human,NFASC_Exon,"Exon (ENST00000404977.6/23114, exon 11 of 26)",1,132620944,Nfasc
293,cg10609096,0.105603585,3,138245202,ARMC8,ARMC8,25852,conserved gene but different region in human and mouse,ARMC8_threeUTR,3' UTR,9,99520467,Armc8
294,cg10644072,-0.144604457,21,40846625,DSCAM,DSCAM,1826,"mapped in human, not mapped in mouse",DSCAM_Exon,Promoter (<=1kb),16,97170240,Dscam
295,cg10677704,-0.117856204,22,29290395,EWSR1,EWSR1,2130,conserved gene but different region in human and mouse,EWSR1_Exon,"Exon (ENST00000483415.5/2130, exon 8 of 8)",11,5080705,Ewsr1
296,cg10681713,-0.000420184,8,37147888,KCNU1,KCNU1,157855,"mapped in human, not mapped in mouse",KCNU1_Intergenic_downstream,Distal Intergenic,8,26438760,Gm50479
297,cg10710448,-0.040461867,3,147410944,LOC440982,ZIC1,440982,"mapped in human, not mapped in mouse",LOC440982_Exon,"Exon (ENST00000282928.5/7545, exon 1 of 3)",9,91364185,Zic1
298,cg10711876,-0.016546049,12,53712389,CALCOCO1,CALCOCO1,57658,"mapped in human, not mapped in mouse",CALCOCO1_threeUTR,3' UTR,15,102707927,Calcoco1
