index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
153,cg26312920,-0.002258321,7,31340776,NEUROD6,NEUROD6,63974,conserved gene but different region in human and mouse,NEUROD6_Promoter,Promoter (<=1kb),6,55681147,Neurod6
154,cg07547549,0.668011925,20,46029586,SLC12A5,SLC12A5,57468,"mapped in human, not mapped in mouse",SLC12A5_Intron,"Intron (ENST00000454036.6/57468, intron 1 of 25)",,,
155,cg01846532,-0.137163732,2,143390235,ARHGAP15,ARHGAP15,55843,"mapped in human, not mapped in mouse",ARHGAP15_Intron,"Intron (ENST00000552641.5/55843, intron 6 of 7)",2,44017425,Arhgap15
156,cg02766818,0.330954773,2,60555120,BCL11A,BCL11A,53335,"mapped in human, not mapped in mouse",BCL11A_Promoter,Promoter (<=1kb),11,24076564,A830031A19Rik
157,cg27698932,-0.109354376,2,16166859,GACAT3,MYCN,104797537,mapped to different gene in human and mouse,GACAT3_Intergenic_downstream,Distal Intergenic,12,12725178,Rpl36-ps3
158,cg24707133,-0.058603395,19,40807237,RAB4B-EGLN2,RAB4B-EGLN2,100529264,mapped to different gene in human and mouse,RAB4B-EGLN2_threeUTR,3' UTR,7,27159823,Egln2
159,cg19719499,0.068618538,3,119923407,GSK3B,GSK3B,2932,"mapped in human, not mapped in mouse",GSK3B_Exon,"Exon (ENST00000264235.12/2932, exon 4 of 11)",16,38184510,Gsk3b
160,cg21132526,0.036681333,3,18370886,SATB1,SATB1,6304,conserved gene but different region in human and mouse,SATB1_Intron,"Intron (ENST00000414318.2/9779, intron 1 of 8)",17,51761485,Satb1
161,cg27507315,-0.177939565,11,16356733,SOX6,SOX6,55553,"mapped in human, not mapped in mouse",SOX6_Intron,"Intron (ENST00000655819.1/55553, intron 1 of 14)",7,115825016,Sox6
162,cg05704605,0.448091842,20,47238916,ZMYND8,ZMYND8,23613,"mapped in human, not mapped in mouse",ZMYND8_Exon,"Exon (ENST00000311275.11/23613, exon 15 of 22)",2,165807695,Zmynd8
163,cg18963985,-1.121128425,18,75210780,TSHZ1,TSHZ1,10194,conserved gene but different region in human and mouse,TSHZ1_fiveUTR,Promoter (<=1kb),18,84086481,Tshz1
164,cg16554811,0.058233331,15,70097877,TLE3,TLE3,7090,conserved gene and region in mouse and human,TLE3_fiveUTR,Promoter (<=1kb),9,61372405,Tle3
165,cg15855274,0.016753779,2,176136510,HOXD-AS2,HOXD-AS2,100506783,mapped to different gene in human and mouse,HOXD-AS2_Promoter,Promoter (<=1kb),2,74711859,Hoxd3
166,cg15702573,-0.006734195,5,177293963,NSD1,NSD1,64324,conserved gene and region in mouse and human,NSD1_Exon,"Exon (ENST00000354179.8/64324, exon 24 of 24)",13,55312250,Nsd1
167,cg21815434,0.107073217,13,76885221,KCTD12,KCTD12,115207,conserved gene and region in mouse and human,KCTD12_Exon,"Exon (ENST00000377474.4/115207, exon 1 of 1)",14,102981507,Kctd12
168,cg00650422,0.148391343,14,60723254,SIX4,SIX4,51804,conserved gene and region in mouse and human,SIX4_Exon,"Exon (ENST00000216513.5/51804, exon 1 of 3)",12,73112385,Six4
169,cg17369088,-0.071507012,17,30117050,NSRP1,MIR423,84081,"mapped in human, not mapped in mouse",NSRP1_fiveUTR,5' UTR,,,
170,cg25055739,-0.005081568,17,52157819,CA10,CA10,56934,conserved gene and region in mouse and human,CA10_fiveUTR,5' UTR,11,93100192,Car10
171,cg21602520,-0.006300446,18,63318147,BCL2,BCL2,596,"mapped in human, not mapped in mouse",BCL2_Exon,"Exon (ENST00000333681.5/596, exon 2 of 3)",1,106712370,Bcl2
172,cg22416332,-0.343624744,8,21990865,XPO7,XPO7,23039,conserved gene and region in mouse and human,XPO7_Exon,"Exon (ENST00000252512.14/23039, exon 18 of 28)",14,70682386,Xpo7
173,cg07292994,-0.213066626,5,36876731,NIPBL-DT,NIPBL-DT,646719,mapped to different gene in human and mouse,NIPBL-DT_Promoter,Promoter (<=1kb),15,8444668,Nipbl
174,cg21673805,-0.088464834,1,167220917,POU2F1,POU2F1,5451,conserved gene and region in mouse and human,POU2F1_fiveUTR,Promoter (<=1kb),1,166002602,Pou2f1
175,cg09809672,-0.299948654,1,236394382,EDARADD,EDARADD,128178,"mapped in human, not mapped in mouse",EDARADD_fiveUTR,5' UTR,,,
176,cg12338698,-0.429965158,1,33334138,PHC2,PHC2,1912,conserved gene and region in mouse and human,PHC2_Exon,"Exon (ENST00000431992.5/1912, exon 8 of 13)",4,128743507,Phc2
177,cg09984378,-0.17529134,21,33560685,SON,SON,6651,conserved gene and region in mouse and human,SON_Intron,"Intron (ENST00000356577.9/6651, intron 6 of 11)",16,91665726,Son
178,cg19368807,-0.003501837,12,121443749,KDM2B,KDM2B,84678,conserved gene and region in mouse and human,KDM2B_Exon,"Exon (ENST00000377071.9/84678, exon 17 of 23)",5,122881706,Kdm2b
179,cg26589497,-0.084441888,5,140114941,PURA,PURA,5813,conserved gene and region in mouse and human,PURA_Exon,Promoter (<=1kb),18,36287918,Pura
180,cg07373156,-0.010921079,17,48615626,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Intron,"Intron (ENST00000567101.2/3217, intron 1 of 1)",11,96282032,Hoxb8
181,cg05039938,-0.11980594,12,26278064,SSPN,SSPN,8082,conserved gene but different region in human and mouse,SSPN_Intron,"Intron (ENST00000534829.5/ENST00000534829.5, intron 2 of 3)",6,146001860,Sspn
182,cg06997801,0.879050117,15,96331522,NR2F2,NR2F2,7026,conserved gene but different region in human and mouse,NR2F2_fiveUTR,5' UTR,7,70360923,Nr2f2
183,cg07172031,-0.139393158,15,72544887,ARIH1,ARIH1,25820,conserved gene and region in mouse and human,ARIH1_Exon,"Exon (ENST00000379887.9/25820, exon 3 of 14)",9,59436847,Arih1
184,cg07564343,-0.059142465,15,61227291,RORA,RORA,6095,conserved gene and region in mouse and human,RORA_Intron,"Intron (ENST00000335670.11/6095, intron 1 of 10)",9,68655809,Rora
185,cg07932605,0.003474129,15,37102437,MEIS2,MEIS2,4212,mapped to different gene in human and mouse,MEIS2_Promoter,Promoter (1-2kb),2,116067930,Meis2
186,cg08651129,-0.210809633,15,29720658,TJP1,TJP1,7082,conserved gene and region in mouse and human,TJP1_Exon,"Exon (ENST00000346128.10/7082, exon 19 of 28)",7,65315007,Tjp1
187,cg11677981,0.151532645,15,89360535,MIR9-3HG,MIR9-3,254559,mapped to different gene in human and mouse,MIR9-3HG_Promoter,Promoter (1-2kb),7,79497894,Polg
188,cg13589316,-0.116098346,2,104052556,LINC01831,LOC100287010,101927331,mapped to different gene in human and mouse,LINC01831_Intron,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",1,41918909,Gm5267
189,cg14361875,-0.078773803,2,67846376,LINC01812,C1D,101927701,mapped to different gene in human and mouse,LINC01812_Intergenic_upstream,Distal Intergenic,,,
190,cg10810311,-0.002959966,17,36589265,GGNBP2,GGNBP2,79893,conserved gene and region in mouse and human,GGNBP2_Exon,"Exon (ENST00000613102.5/79893, exon 14 of 14)",11,84833107,Ggnbp2
191,cg10916192,-0.006764545,17,7406550,NLGN2,NLGN2,57555,conserved gene and region in mouse and human,NLGN2_Intron,"Intron (ENST00000575301.5/57555, intron 1 of 7)",11,69836086,Nlgn2
192,cg10930156,0.667346607,17,61399785,LOC101927855,TBX2,101927855,mapped to different gene in human and mouse,LOC101927855_Promoter,Promoter (<=1kb),11,85832710,Tbx2
193,cg11214667,-0.044423093,17,48615968,HOXB7,HOXB8,3217,mapped to different gene in human and mouse,HOXB7_Intron,"Intron (ENST00000567101.2/3217, intron 1 of 1)",11,96281690,Hoxb8
194,cg11407867,-0.685978061,17,28191075,NLK,NLK,51701,conserved gene and region in mouse and human,NLK_Exon,"Exon (ENST00000407008.8/51701, exon 9 of 11)",11,78572376,Nlk
195,cg16286672,-0.012404138,2,163732790,FIGN,FIGN,55137,"mapped in human, not mapped in mouse",FIGN_Intron,"Intron (ENST00000409634.5/55137, intron 2 of 2)",2,64094634,Fign
196,cg16367356,-0.01141503,2,53949164,PSME4,PSME4,23198,conserved gene and region in mouse and human,PSME4_Exon,"Exon (ENST00000404125.6/23198, exon 2 of 47)",11,30791210,Psme4
197,cg16636772,-0.002580468,2,104862147,POU3F3,POU3F3,5455,conserved gene and region in mouse and human,POU3F3_Intron,"Intron (ENST00000598623.1/ENST00000598623.1, intron 2 of 2)",1,42703950,Pou3f3
198,cg16745091,0.258721628,2,121418657,CLASP1,CLASP1,23332,conserved gene and region in mouse and human,CLASP1_Exon,"Exon (ENST00000646274.1/23332, exon 22 of 39)",1,118532049,Clasp1
199,cg16981766,0.009542793,2,206062971,INO80D,INO80D,54891,conserved gene and region in mouse and human,INO80D_fiveUTR,5' UTR,1,63093505,Ino80d
200,cg16376499,-0.561652137,5,88666011,LINC00461,LINC00461,645323,mapped to different gene in human and mouse,LINC00461_Exon,"Exon (ENST00000500197.6/645323, exon 4 of 4)",13,83739717,Gm6411
201,cg16624401,-0.160348286,5,149847621,PPARGC1B,PPARGC1B,133522,conserved gene and region in mouse and human,PPARGC1B_threeUTR,3' UTR,18,61298619,Ppargc1b
202,cg11438204,0.648551985,7,128754286,CALU,CALU,813,"mapped in human, not mapped in mouse",CALU_Exon,"Exon (ENST00000535011.6/813, exon 3 of 6)",6,29361318,Calu
203,cg11516694,-0.298006473,7,27147848,HOXA-AS3,HOXA-AS3,100133311,mapped to different gene in human and mouse,HOXA-AS3_Intron,"Intron (ENST00000518848.5/100133311, intron 1 of 2)",6,52208723,Hoxa6
204,cg11864223,-0.102898692,7,27165020,HOXA10-HOXA9,HOXA10-HOXA9,100534589,mapped to different gene in human and mouse,HOXA10-HOXA9_Exon,"Exon (ENST00000343483.7/3205, exon 1 of 2)",6,52225670,Hoxa9
205,cg12307242,0.154614602,7,122328825,CADPS2,CADPS2,93664,conserved gene and region in mouse and human,CADPS2_Intron,"Intron (ENST00000482375.5/ENST00000482375.5, intron 1 of 3)",6,23272758,Cadps2
206,cg12685265,0.716542527,7,105015676,KMT2E,KMT2E,55904,conserved gene and region in mouse and human,KMT2E_Intron,"Intron (ENST00000257745.8/55904, intron 1 of 25)",5,23435902,Kmt2e
207,cg12981876,-0.03612098,7,100682172,GIGYF1,GIGYF1,64599,mapped to different gene in human and mouse,GIGYF1_Exon,"Exon (ENST00000275732.5/64599, exon 22 of 24)",5,137525234,Epo
208,cg13188467,-5.22E-05,7,96998781,DLX6-AS1,DLX6-AS1,285987,mapped to different gene in human and mouse,DLX6-AS1_Intron,"Intron (ENST00000430027.3/285987, intron 1 of 2)",6,6856418,Dlx6
209,cg14397160,0.089876334,7,70132461,AUTS2,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Intron,"Intron (ENST00000644939.1/26053, intron 3 of 18)",,,
210,cg14728312,0.012684066,7,70446526,AUTS2,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Intron,"Intron (ENST00000644939.1/26053, intron 5 of 18)",,,
211,cg05111574,-0.048398641,9,20619597,MLLT3,MLLT3,4300,conserved gene and region in mouse and human,MLLT3_Intron,"Intron (ENST00000380338.9/4300, intron 2 of 10)",4,88030488,Mllt3
212,cg06799948,0.488363422,9,14314636,NFIB,NFIB,4781,conserved gene and region in mouse and human,NFIB_Intron,"Intron (ENST00000635877.1/4781, intron 1 of 9)",4,82505824,Nfib
213,cg12642246,0.10851454,17,47982387,CDK5RAP3,CDK5RAP3,80279,conserved gene but different region in human and mouse,CDK5RAP3_Intron,"Intron (ENST00000578239.1/ENST00000578239.1, intron 1 of 1)",11,96907193,Cdk5rap3
214,cg13916600,0.205651803,17,81395342,BAHCC1,BAHCC1,57597,conserved gene and region in mouse and human,BAHCC1_Promoter,Promoter (<=1kb),11,120232814,Bahcc1
215,cg15182157,-0.0441715,17,38729727,MLLT6,MLLT6,4302,conserved gene and region in mouse and human,MLLT6_threeUTR,3' UTR,11,97685391,Mllt6
216,cg26869371,-0.001102866,15,49424281,FAM227B,FAM227B,196951,"mapped in human, not mapped in mouse",FAM227B_fiveUTR,5' UTR,2,126035698,Fam227b
217,cg01938132,-0.05659672,16,72427771,LINC01572,PMFBP1,101927957,"mapped in human, not mapped in mouse",LINC01572_Exon,"Exon (ENST00000564508.2/ENST00000564508.2, exon 1 of 1)",8,109249516,Gm1943
218,cg03247467,-0.078234496,16,52351779,CASC22,TOX3,283854,"mapped in human, not mapped in mouse",CASC22_Intergenic_downstream,Distal Intergenic,,,
219,cg09360996,-0.26521743,1,213996654,PROX1,PROX1,5629,"mapped in human, not mapped in mouse",PROX1_Exon,"Exon (ENST00000471129.1/5629, exon 2 of 2)",,,
220,cg26294431,0.022414867,2,212536145,ERBB4,ERBB4,2066,conserved gene and region in mouse and human,ERBB4_Intron,"Intron (ENST00000342788.9/2066, intron 1 of 27)",1,69105223,Erbb4
221,cg26363341,0.17555226,2,208304946,PIKFYVE,PIKFYVE,200576,conserved gene and region in mouse and human,PIKFYVE_threeUTR,3' UTR,1,65224262,Pikfyve
222,cg26736130,-0.012583717,2,174331833,LINC01305,SP9,285084,mapped to different gene in human and mouse,LINC01305_Intergenic_downstream,Distal Intergenic,2,73268933,Sp9
223,cg02963786,-0.194348322,6,10395521,TFAP2A,TFAP2A-AS1,7020,"mapped in human, not mapped in mouse",TFAP2A_Intron,"Intron (ENST00000461628.5/7020, intron 2 of 2)",13,40714178,Tfap2a
224,cg18535797,0.057663626,11,15507804,LOC102724957,INSC,102724957,mapped to different gene in human and mouse,LOC102724957_Intergenic_upstream,Distal Intergenic,7,115092883,Rpl19-ps10
225,cg19414994,0.006338182,11,105974317,GRIA4,GRIA4,2893,conserved gene but different region in human and mouse,GRIA4_threeUTR,3' UTR,9,4424446,Gria4
226,cg20221627,-0.067873466,11,4091328,STIM1,STIM1,6786,conserved gene and region in mouse and human,STIM1_threeUTR,3' UTR,7,102435430,Stim1
227,cg14412072,-0.028105971,3,114716274,ZBTB20,ZBTB20,26137,conserved gene and region in mouse and human,ZBTB20_Intron,"Intron (ENST00000357258.8/26137, intron 4 of 9)",16,43277065,Zbtb20
228,cg15810562,-0.276014296,3,71054581,FOXP1,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_Intron,"Intron (ENST00000318789.9/27086, intron 7 of 20)",6,99017507,Foxp1
229,cg17041137,-0.01845432,3,136568767,STAG1,STAG1,10274,conserved gene but different region in human and mouse,STAG1_fiveUTR,5' UTR,9,100757783,Stag1
230,cg17356452,0.0419814,3,141387078,ZBTB38,ZBTB38,253461,"mapped in human, not mapped in mouse",ZBTB38_Exon,"Exon (ENST00000507657.1/253461, exon 4 of 4)",9,96732104,Zbtb38
231,cg26581729,-0.137446366,9,137045340,NPDC1,NPDC1,56654,"mapped in human, not mapped in mouse",NPDC1_Promoter,Promoter (<=1kb),,,
232,cg14517144,0.438544955,10,68338663,HNRNPH3,HNRNPH3,3189,"mapped in human, not mapped in mouse",HNRNPH3_Exon,"Exon (ENST00000469172.5/3189, exon 2 of 8)",10,63018064,Hnrnph3
233,cg15597031,0.119983765,10,97982587,CRTAC1,CRTAC1,55118,conserved gene and region in mouse and human,CRTAC1_Intron,"Intron (ENST00000370597.8/55118, intron 2 of 14)",19,42388734,Crtac1
234,cg15686078,-0.247259164,10,100668277,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44681887,Pax2
235,cg26102159,-0.429682733,10,73839584,CAMK2G,CAMK2G,818,conserved gene and region in mouse and human,CAMK2G_Exon,"Exon (ENST00000322635.7/818, exon 13 of 21)",14,20757711,Camk2g
236,cg26120306,-0.15108904,10,101767676,FGF8,FGF8,2253,conserved gene and region in mouse and human,FGF8_Intergenic_downstream,Distal Intergenic,19,45734723,Fgf8
237,cg00467357,-0.082605168,11,85978069,PICALM,PICALM,8301,conserved gene and region in mouse and human,PICALM_Exon,"Exon (ENST00000532317.5/8301, exon 17 of 20)",7,90194296,Picalm
238,cg23778391,-0.301420662,1,10698402,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 3 of 20)",4,148897401,Casz1
239,cg24148137,-0.012365809,1,166166208,FAM78B,FAM78B,149297,conserved gene and region in mouse and human,FAM78B_Exon,Promoter (<=1kb),1,167001605,Fam78b
240,cg06156376,0.096003595,3,158106025,RSRC1,SHOX2,51319,mapped to different gene in human and mouse,RSRC1_fiveUTR,Promoter (<=1kb),3,66981557,Rsrc1
241,cg20635820,0.184078903,11,85662429,CREBZF,CREBZF,58487,conserved gene and region in mouse and human,CREBZF_threeUTR,3' UTR,7,90445452,Crebzf
242,cg23128382,-0.264275205,11,59615345,OSBP,OSBP,5007,"mapped in human, not mapped in mouse",OSBP_Exon,Promoter (<=1kb),19,11966253,Osbp
243,cg24653269,-0.164032107,11,118916022,BCL9L,BCL9L,283149,conserved gene and region in mouse and human,BCL9L_Intron,"Intron (ENST00000526143.2/283149, intron 1 of 7)",9,44493251,Bcl9l
244,cg18169540,0.047918741,3,184170708,DVL3,DVL3,1857,"mapped in human, not mapped in mouse",DVL3_Exon,"Exon (ENST00000313143.9/1857, exon 15 of 15)",16,20531469,Dvl3
245,cg11254527,0.080294523,1,35408094,ZMYM4,ZMYM4,9202,conserved gene and region in mouse and human,ZMYM4_Exon,"Exon (ENST00000314607.11/9202, exon 26 of 30)",4,126877693,Zmym4
246,cg11672180,0.069421699,1,63317732,LINC00466,LINC00466,199899,"mapped in human, not mapped in mouse",LINC00466_Promoter,Promoter (<=1kb),,,
247,cg26014931,0.068547681,5,77973118,LOC101929154,TBCA,101929154,mapped to different gene in human and mouse,LOC101929154_Intergenic_downstream,Distal Intergenic,13,94595793,Ap3b1
248,cg26081366,-0.105373044,5,179619396,HNRNPH1,HNRNPH1,3187,conserved gene and region in mouse and human,HNRNPH1_Exon,"Exon (ENST00000393432.8/3187, exon 5 of 14)",11,50381469,Hnrnph1
249,cg26234822,-0.383495252,5,146251755,RBM27,RBM27,54439,conserved gene and region in mouse and human,RBM27_Exon,"Exon (ENST00000265271.7/54439, exon 9 of 21)",18,42314015,Rbm27
250,cg26472530,0.11617635,5,93585332,NR2F1-AS1,NR2F1,441094,mapped to different gene in human and mouse,NR2F1-AS1_Exon,Promoter (<=1kb),13,78198273,Nr2f1
251,cg26659116,-0.077821475,5,61472848,ZSWIM6,ZSWIM6,57688,conserved gene and region in mouse and human,ZSWIM6_Exon,"Exon (ENST00000252744.6/57688, exon 2 of 14)",13,107787841,Zswim6
252,cg26879535,-0.01279414,5,165105792,LOC102546299,MAT2B,102546299,mapped to different gene in human and mouse,LOC102546299_Intron,"Intron (ENST00000670703.1/ENST00000670703.1, intron 7 of 7)",11,39042068,Gm12131
253,cg26885075,-0.074328327,5,88555621,LINC00461,LINC00461,645323,mapped to different gene in human and mouse,LINC00461_Intron,"Intron (ENST00000506978.5/645323, intron 3 of 6)",13,83869284,Gm5452
254,cg11217865,-0.022450289,5,139847733,NRG2,NRG2,9542,conserved gene and region in mouse and human,NRG2_threeUTR,3' UTR,18,36017737,Nrg2
255,cg11327514,-0.340900203,5,171172262,RANBP17,RANBP17,64901,conserved gene and region in mouse and human,RANBP17_Intron,"Intron (ENST00000389118.8/64901, intron 17 of 29)",11,33327542,Ranbp17
256,cg12394655,-0.087890496,5,88666933,MIR9-2,LINC00461,407047,mapped to different gene in human and mouse,MIR9-2_Exon,Promoter (<=1kb),13,83738811,Gm6411
257,cg13242392,-1.922703333,5,36876728,NIPBL-DT,NIPBL,646719,mapped to different gene in human and mouse,NIPBL-DT_Promoter,Promoter (<=1kb),15,8444671,Nipbl
258,cg06828322,-0.002139529,1,44326509,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000372257.7/79033, intron 3 of 8)",4,117576502,Eri3
259,cg07069838,0.009522883,1,35659780,PSMB2,PSMB2,5690,conserved gene and region in mouse and human,PSMB2_Intergenic_upstream,Distal Intergenic,4,126656816,Gm12933
260,cg07081182,0.080141341,1,213159525,RPS6KC1,RPS6KC1,26750,conserved gene and region in mouse and human,RPS6KC1_Intron,"Intron (ENST00000543354.5/26750, intron 5 of 13)",1,190853897,Rps6kc1
261,cg07265990,0.261674048,1,66946224,MIER1,MIER1,57708,"mapped in human, not mapped in mouse",MIER1_Exon,"Exon (ENST00000371018.7/57708, exon 5 of 16)",4,103131040,Mier1
262,cg04204168,-0.101054197,12,14257734,ATF7IP,ATF7IP,55729,"mapped in human, not mapped in mouse",ATF7IP_Intergenic_upstream,Distal Intergenic,,,
263,cg04366185,0.072901306,12,53839038,CISTR,HOXC13,102216268,mapped to different gene in human and mouse,CISTR_Intron,"Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",15,102833180,Gm49473
264,cg05544360,0.001153611,7,42153000,GLI3,GLI3,2737,conserved gene and region in mouse and human,GLI3_Intron,"Intron (ENST00000395925.8/2737, intron 2 of 14)",13,15544047,Gli3
265,cg07056567,-0.116985631,7,100676320,GNB2,GNB2,2783,mapped to different gene in human and mouse,GNB2_Exon,"Exon (ENST00000451587.5/2783, exon 2 of 9)",5,137530696,Epo
266,cg07323940,-0.196453095,7,14197482,DGKB,DGKB,1607,"mapped in human, not mapped in mouse",DGKB_Intron,"Intron (ENST00000399322.7/1607, intron 22 of 24)",12,38594209,Dgkb
267,cg08074329,0.728638707,7,23470655,IGF2BP3,IGF2BP3,10643,conserved gene and region in mouse and human,IGF2BP3_Promoter,Promoter (<=1kb),6,49214967,Igf2bp3
268,cg08570512,-0.000441086,7,137623483,DGKI,DGKI,9162,"mapped in human, not mapped in mouse",DGKI_fiveUTR,5' UTR,6,37067314,Dgki
269,cg09108310,-0.4180349,7,131107319,LINC-PINT,LINC-PINT,378805,mapped to different gene in human and mouse,LINC-PINT_Promoter,Promoter (<=1kb),6,31217659,Gm13835
270,cg09784081,-0.011106595,7,131107300,LINC-PINT,LINC-PINT,378805,mapped to different gene in human and mouse,LINC-PINT_Promoter,Promoter (<=1kb),6,31217640,Gm13835
271,cg10042482,-0.010240392,7,101948104,CUX1,CUX1,1523,"mapped in human, not mapped in mouse",CUX1_Intron,"Intron (ENST00000437600.9/1523, intron 2 of 22)",5,136462796,Cux1
272,cg12156848,0.412370274,15,60677183,RORA,RORA,6095,conserved gene and region in mouse and human,RORA_Exon,"Exon (ENST00000551975.5/6095, exon 3 of 6)",9,69197556,Rora
273,cg13301933,-0.013827971,15,61229240,RORA,RORA,6095,"mapped in human, not mapped in mouse",RORA_fiveUTR,Promoter (<=1kb),,,
274,cg13953571,0.334016111,15,70099807,TLE3,TLE3,7090,conserved gene and region in mouse and human,TLE3_Promoter,Promoter (1-2kb),9,61370524,Tle3
275,cg15296094,0.013429598,15,73597169,NPTN,NPTN,27020,conserved gene and region in mouse and human,NPTN_Exon,"Exon (ENST00000345330.9/27020, exon 2 of 9)",9,58618862,Nptn
276,cg16697952,0.639392112,15,60004267,FOXB1,FOXB1,27023,mapped to different gene in human and mouse,FOXB1_Exon,Promoter (<=1kb),9,69760917,Foxb1
277,cg03820088,0.043114282,7,23522229,TRA2A,TRA2A,29896,conserved gene but different region in human and mouse,TRA2A_fiveUTR,5' UTR,6,49252905,Tra2a
278,cg02456804,0.379270187,1,166070621,FAM78B,FAM78B,149297,conserved gene and region in mouse and human,FAM78B_Exon,"Exon (ENST00000435676.2/149297, exon 2 of 3)",1,167078678,Fam78b
279,cg02681015,-0.072556891,1,3069253,PRDM16,PRDM16,63976,conserved gene and region in mouse and human,PRDM16_fiveUTR,Promoter (<=1kb),4,154636765,Prdm16
280,cg02800363,-0.50807175,1,27561568,AHDC1,AHDC1,27245,"mapped in human, not mapped in mouse",AHDC1_Intron,"Intron (ENST00000247087.10/27245, intron 1 of 5)",4,133052252,Ahdc1
281,cg03420509,-0.193894137,1,50570234,FAF1,FAF1,11124,conserved gene and region in mouse and human,FAF1_Intron,"Intron (ENST00000396153.7/11124, intron 12 of 18)",4,109859085,Faf1
282,cg03521797,-0.439122589,1,33368611,PHC2,PHC2,1912,"mapped in human, not mapped in mouse",PHC2_Exon,"Exon (ENST00000257118.5/1912, exon 5 of 14)",,,
283,cg09557545,-0.019032012,2,66433445,MEIS1-AS3,MEIS1-AS3,730198,mapped to different gene in human and mouse,MEIS1-AS3_Exon,Promoter (<=1kb),11,19020637,Meis1
284,cg07774376,-0.024341389,1,44326598,ERI3,ERI3,79033,conserved gene and region in mouse and human,ERI3_Intron,"Intron (ENST00000372257.7/79033, intron 3 of 8)",4,117576413,Eri3
285,cg07881279,-0.110240832,1,10533813,PEX14,PEX14,5195,conserved gene and region in mouse and human,PEX14_Intron,"Intron (ENST00000472851.1/5195, intron 3 of 3)",4,149044389,Pex14
286,cg08040307,0.435126202,1,77633377,ZZZ3,ZZZ3,26009,conserved gene and region in mouse and human,ZZZ3_fiveUTR,5' UTR,3,152427304,Zzz3
287,cg01797373,-0.002763532,X,136169556,FHL1,FHL1,2273,"mapped in human, not mapped in mouse",FHL1_fiveUTR,5' UTR,,,
288,cg02287493,0.001090366,X,21374917,CNKSR2,CNKSR2,22866,conserved gene and region in mouse and human,CNKSR2_Exon,"Exon (ENST00000642359.1/22866, exon 1 of 21)",X,158042820,Cnksr2
289,cg04103301,-0.109385079,X,71547703,OGT,BCYRN1,8473,conserved gene and region in mouse and human,OGT_Exon,"Exon (ENST00000488174.5/8473, exon 4 of 20)",X,101655421,Ogt
290,cg08446005,0.145241615,17,78359055,SOCS3,SOCS3,9021,"mapped in human, not mapped in mouse",SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968190,Socs3
291,cg10381180,-0.081508838,17,40092513,THRA,THRA,7067,"mapped in human, not mapped in mouse",THRA_threeUTR,3' UTR,,,
292,cg21102110,0.025268633,1,62994313,LINC01739,ATG4C,105378769,"mapped in human, not mapped in mouse",LINC01739_Intron,"Intron (ENST00000641890.1/105378769, intron 1 of 1)",4,99370501,Gm12685
293,cg21180487,0.037041212,1,154171419,TPM3,TPM3,7170,mapped to different gene in human and mouse,TPM3_threeUTR,3' UTR,3,90089116,Tpm3
294,cg21197642,0.00383795,1,2892405,TTC34,TTC34,100287898,conserved gene and region in mouse and human,TTC34_Intergenic_upstream,Distal Intergenic,4,154771787,Ttc34
295,cg21278764,-0.194210869,1,38016093,UTP11,UTP11,51118,conserved gene and region in mouse and human,UTP11_Intron,"Intron (ENST00000483182.5/51118, intron 2 of 5)",4,124686382,Utp11
296,cg00454305,-0.031355827,16,1379904,UNKL,UNKL,64718,"mapped in human, not mapped in mouse",UNKL_Intron,"Intron (ENST00000389221.8/64718, intron 10 of 14)",,,
297,cg00871371,-0.017405551,17,77375394,SEPTIN9,SEPTIN9,10801,"mapped in human, not mapped in mouse",SEPTIN9_Exon,"Exon (ENST00000588701.1/ENST00000588701.1, exon 1 of 1)",,,
298,cg16925789,-0.033470309,11,64632811,NRXN2,NRXN2,9379,"mapped in human, not mapped in mouse",NRXN2_Intron,"Intron (ENST00000301894.6/9379, intron 2 of 6)",,,
299,cg18094982,0.148648511,12,20695438,SLCO1C1,SLCO1C1,53919,"mapped in human, not mapped in mouse",SLCO1C1_fiveUTR,Promoter (<=1kb),6,141524375,Slco1c1
300,cg18679961,-0.000740747,2,59924543,MIR4432HG,MIR4432,106660609,"mapped in human, not mapped in mouse",MIR4432HG_Intron,"Intron (ENST00000606382.1/ENST00000606382.1, intron 1 of 3)",,,
301,cg18743610,-0.042379031,2,144439566,ZEB2,ZEB2,9839,conserved gene and region in mouse and human,ZEB2_Intron,"Intron (ENST00000637045.1/9839, intron 1 of 8)",2,45032494,Zeb2
